codigoItem;descricaoItem
5658;MEMBRACEL- CURATIVO MEMBRANA REGENERADORA DE CELULOSE BACTERIANA POROSA 10 X 7,5
5715;AFASTADOR MINNESOTA
5734;MIDAZOLAM 1MGML 5ML
5736;PLACA BASE PROTETORA PARA OSTOMIA ALTERNA 60MM REF-13191 ( COLOPLAST)
5757;PINCA HEMOSTATICA KOCHER CURVA 16CM
5798;ZIDOVUDINA 10 MG/ ML SOLU��O INJET�VEL 20 ML
5803;DESINFETANTE DE ALTO NIVEL PARA DESINFEC��O DE PRODUTOS A BASE DE �CIDO PERAC�TICO LITRO
5807;SOLUCAO MILTON (HIPOCLORIDO 1% LITRO) DESINFETANTE E ANTISEPITICO - ODONTO
5808;FRALDA DESCARTAVEL GERIATRICA EXTRA GRANDE (MARDAM SLIM PCT
5809;FITA ADESIVA BRANCA PARA USO HOSPITALAR 19MM X 50MM
5834;LUVA CIR�RGICA EST�RIL TAM. 6,5 - COMPRIMENTO M�NIMO DE 26CM, COM TRATAMENTO HIPOALERG�NICO
5838;ARCO INTRAORAL PRE-CONTORNADO CRNI INFERIOR 018 X 0,45MM
5839;ARCO INTRAORAL PRE-CONTORNADO CRNI INFERIOR 019 X 025
5840;GRAMPO PARA ISOLAMENTO ABSOLUTO N�03
5841;GRAMPO PARA ISOLAMENTO ABSOLUTO N�11
5842;ARCO EXTRAORAL MEDIO DURO EM ACO INOX 045
5843;ARCO PRE- CONTORNADO CRNI SUPERIOR 020 - 050 MM
5845;ARCO INTRAORAL PRE-CONTORNADO CRNI SUPERIOR 018 OU 0,45MM
5846;ARCO PRE CONTORNADO CRNI SUPERIOR 014 X 035 MM
5847;ARCO INTRAORAL PRE-CONTORNADO NITI MEDIO 018 OU 0,45MM
5953;ALVEOLOTOMO TIPO PINCA BIARTICULADO BEYER 17CM
5960;ALAVANCA SELDIN 01L ESQUERDA INFANTIL
5961;ALAVANCA 02 RETA SELDIN INFANTIL
5962;ALAVANCA SELDIN 01 RETA DIREITA INFANTIL
5983;EMBALAGEM DESCARTAVEL EM MANTA SMS LEVE 40 X 40
6005;DIPIRONA 500MGML SOLUCAO ORAL 20ML
6032;LUVA DE PROCEDIMENTO ISENTA DE LATEX E ISENTA DE P� TAMANHO M (NITRILICA)
6033;SOLDA DE PRATA - UNIDADE ROLO C/ 5MM
6048;PINO METALICO PARA OBTURACAO ROSQUEAVEL (PINO PARA RETENCAO
6049;PINO METALICO PARA OBTURACAO ROSQUEAVEL (PINO PARA RETENCAO
6050;PINO METALICO PARA OBTURACAO ROSQUEAVEL (PINO PARA RETENCAO
6070;PLACA DE FOSFORO PARA USO NO EQUIPAMENTO CS 7600 N0
6071;PLACA DE FOSFORO PARA USO NO EQUIPAMENTO CS 7600 N1
6072;PLACA DE FOSFORO PARA USO NO EQUIPAMENTO CS 7600 N2
6073;PLACA DE FOSFORO PARA USO NO EQUIPAMENTO CS 7600 N3
6085;ARCO INTRAORAL PRE-CONTORNADO CRNI INFERIOR 020 OU 0,50MM
6096;CURATIVO BOTA DE UNA 102 X 914 (CURATEC)
6101;PEGASPARGASE 750 U/ML FRASCO AMPOLA 5 ML - PO PARA SOLUCAO INJETAVEL
6116;BOLSA COLETORA PARA OSTOMIA 1 PE�A  ENTRE 10- 55MM REF 17496
6126;MASCARA PROTE��O RESPIRATORIACA38510 PFF2 SEM VALVULA AZUL
6127;BOLSA PARA COLOSTOMIA CONVEXA 2 PE�AS REF 17625 (COLOPLAST)
6138;CAMPO O INTERNO ABSORVENTE- TAMANHO 40CM X 40CM
6141;KIT RETIRADA DE FILTRO DE VEIA CAVA COMPATIVEL COM BAIXO PER
6152;CARGA PARA GRAMPEADOR LINEAR CORTANTE 75MM OU 80MM - 20MM (VERDE)
6165;BATERIA REUTILIZAVEL PARA TESOURA COAGULADORA DE VASOS (SONICISION)
6166;GERADOR REUTILIZAVEL PARA TESOURA COAGULADORA DE VASOS
6167;BANDEJA DE ESTERILIZACAO SONICISION
6194;LUVA PROCEDIMENTO EM LATEX ISENTA DE PO TAMANHO M
6195;ALFAEPOETINA 4000UI
6207;LUVA PROCEDIMENTO EM LATEX ISENTA DE P� TAMANHO PP
6208;LUVA PROCEDIMENTO EM LATEX ISENTA DE P� TAMANHO G
6209;LUVA PROCEDIMENTO EM LATEX ISENTA DE PO TAMANHO P
6223;REDE TUBULAR ELASTICA CALIBRE 3 ( 21MM ) PARA FIXA�AO DE CURATIVO
6224;REDE TUBULAR ELASTICA CALIBRE 5 ( 29MM ) PARA FIXA�AO DE CURATIVO
6225;REDE TUBULAR ELASTICA CALIBRE 5,5 ( 33MM ) PARA FIXA�AO DE CURATIVO
6228;SOLUCAO ANTISSEPTICA - ALCOOL ETILICO A 70% GEL 400-500 G VALVULA PUMP
6229;SOLUCAO ANTISSEPTICA ALCOOL ETILICO A 70% FRASCO 1 LITRO
6230;SOLUCAO ANTISSEPTICA ALCOOL ETILICO A 70% (GEL) EMGALAGEM EM
6235;SOLU��O ANTISSEPTICA CLOREXIDINA 1% AQUOSA FRASCO 100ML
6238;SOLUCAO ANTISSEPTICA PVPI A 10% (1% DE IODO) ALCOOLICA FRASC
6239;SOLUCAO ANTISSEPTICA PVPI A 10% (1% DE IODO) AQUOSA FRASCO 1
6240;SOLUCAO ANTISSEPTICA PVPI A 10% (1% DE IODO) DEGERMANTE FRAS
6251;FILME RADIOLOGICO DIGITALIZADO PELICULAS FOTOGRAFICAS 35 X 4
6265;TUBO ENDOTRAQUEAL S/ BALAO 6,0
6286;ARCO PRE- CONTORNADO CRNI SUPERIOR 019X025 - 048 X 063MM
6287;ARCO INTRAORAL PRE-CONTORNADO CRNI INFERIOR 014 OU 0,35MM
6288;BANDA MOLAR UNIVERSAL SUPERIOR U 385 (PCT COM 10)
6289;BANDA MOLAR UNIVERSAL SUPERIOR U 37,5 (PCT COM 10)
6318;TOXINA BOTULINICA A 100U
6326;KIT DE MOLDAGEM A BASE DE POLIESTER MEDIA VISCOSIDADE
6329;ESPACADOR DIGITAL NITI CONICO DE PONTA ROMBA DE 21MM N15-40
6369;FRALDA DESCARTAVEL PEDIATRICA EXTRA GRANDE 12 A 16KG
6394;TUBO COLA U6L ROTH SP 022
6398;ESCULPIDOR HOLLEMBACK 3SS
6428;ARCO INTRAORAL PRE-CONTORNADO NITI GRANDE 016 X 022
6429;ARCO INTRAORAL PRE-CONTORNADO NITI 019 X 025
6430;ARCO INTRAORAL PRE-CONTORNADO NITI GRANDE 016 OU 0,40MM
6431;ARCO INTRAORAL PRE-CONTORNADO NITI GRANDE 014 X 0,35MM
6432;ARCO INTRAORAL PRE-CONTORNADO NITI GRANDE 012 OU 0,30MM
6433;ARCO INTRAORAL PRE-CONTORNADO NITI PEQUENO 014 OU 0,35MM
6434;ARCO INTRAORAL PRE-CONTORNADO NITI PEQUENO 012 X 0,30MM
6435;ARCO INTRAORAL PRE-CONTORNADO NITI PEQUENO 017 X 025
6436;ARCO INTRAORAL PRE-CONTORNADO NITI 019 OU 0,25MM
6437;ARCO INTRAORAL PRE-CONTORNADO NITI PEQUENO 016 X 022
6438;ARCO INTRAORAL PRE-CONTORNADO NITI MEDIO 017 X 025
6439;ARCO INTRAORAL PRE-CONTORNADO NITI MEDIO 019 X 025
6444;BRAQUETE REPOSICAO MONOBLOCO ROTH DENTE 25 S GANCHO 22 (U45
6446;ESPACADOR DIGITAL NITI CONICO DE PONTA ROMBA DE 25MM N15-40
6457;TUBO COLA L6R ROTH SP 022
6460;ARCO INTRAORAL PRE-CONTORNADO NITI PEQUENO 016 OU 0,40MM
6464;PANITUMUMABE 20MGML 5ML
6466;TUBO EXTENSOR DESCARTAVEL ASPIRA��O SECRE��ES EM PVC ESTERIL 3M
6472;GODIVA EM BASTAO MARROM - CX C 15 UNIDADES
6473;TIRA DE LIXA DE POLIESTER PARA POLIMENTO E ACABAMENTO
6476;VALVULA REGULADORA DE PRESSAO PARA REDE DE OXIGENIO
6479;SISTEMA ASPIRACAO TRAQUEAL FECHADO P/TUBO ENDOTRAQUEAL 50 E 55 - 10 FR
6481;SISTEMA ASPIRACAO TRAQUEAL FECHADO P/TRAQUEOSTOMO 80 E 85 - 16 FR
6489;MICAFUNGINA 100MG FRASCO-AMPOLA - PO LIOFILIZADO
6490;SILICONE DE CONDENSA��O - DENSO 1 KG
6492;PINCA PORTA GRAMPO PALMER SERRILHADA - ODONTOLOGIA
6494;ACRILICO AUTOPOLIMERIZAVEL PO 225G ROSA
6495;ACRILICO AUTOPOLIMERIZAVEL PO 225G INCOLOR
6501;TESOURA IRIS RETA 12 CM
6502;PINCA PORTA GRAMPO BREWER
6503;PORTA AGULHA MAYO HEGAR 17CM
6542;PONTA MONTADA ABRASIVA FORMATO CONICA INVERTIDA COR CINZA N
6543;PONTA MONTADA ABRASIVA FORMATO CILINDRICO COR CINZA N2
6544;PONTA MONTADA ABRASIVA FORMATO BICO CHAMA COR CINZA N3
6548;ARCO YONG ACO INOXIDAVEL ADULTO PARA ISOLAMENTO ABSOLUTO
6554;LIMA F-FILES 1 SERIE 21MM N 25
6608;CURATIVO ESPUMA ABSORVENTE DE HIDROFIBRA COM PRATA E BORDA D
6665;IMUNOGLOBULINA HUMANA 5 G FRASCO AMPOLA 50 ML - SOLUCAO INJETAVEL
6696;BEVACIZUMABE 100MG4ML
6704;BRENTUXIMABE VEDOTINA 50MG (ADCETRIS)
6710;AZACITIDINA 100 MG - P� LIOFILIZADO PARA SUSPENS�O INJET�VEL (JUDICIAL)
6711;NIVOLUMABE 40MG (OPDIVO)
6714;VEDOLIZUMABE 300MG
6716;ARCO INTRAORAL PRE-CONTORNADO CRNI INFERIOR 016 OU 0,40MM
6719;PERTUZUMABE 420MG
6720;TRASTUZUMABE 440MG (HERZUMA)
6723;SERINGA ENDODONTICA 5ML DE EMBOLO ROSCAVEL
6732;ROMIPLOSTIM 250 MCG
6733;TUBO ENDOTRAQUEAL 6,5 SEM BALAO
6751;CARGA PARA GRAMPEADOR 75 OU 80MM- AZUL(REACH SURGICAL)
6752;CARGA PARA GRAMPEADOR 75 OU 80MM-AZUL(COVIDEAN)
6756;CONJUNTO DE PLACA DO TRANSDUTOR DE PRESSAO AZUL- HP
6757;CONJUNTO DE PLACA DO TRANSDUTOR DE PRESSAO AZUL- SIEMENS
6758;CONJUNTO DE PLACA DO TRANSDUTOR DE PRESSAO VERMELHO- HP
6759;CONJUNTO DE PLACA DO TRANSDUTOR DE PRESSAO VERMELHO- SIEMENS
6764;ACRILICO AUTOPOLIMERIZAVEL PO ROSA 1KG
6786;CETUXIMABE 5MGML 20ML (ERBITUX)
6787;USTEQUINUMABE 45MG05ML (STELARA)
6790;CETUXIMABE 5MGML 100ML (ERBITUX)
6831;CUBA REDONDA ASSEPTICA INOX 10,5 X 5CM
6839;MALATO DE SUNITINIBE 50MG
6839;MALEATO DE SUNITINIBE 50MG
6856;AGULHA DESCARTAVEL PARA UNIDADE CANETA DE INSULINA 4MM (UNIQMED)
6857;AGULHA DESCARTAVEL PARA CANETA DE INSULINA 6MM (UNIQMED)
6858;BATERIA PARA BOMBA DE INFUSAO (MINIMED) - 10401
6861;CONJUNTO PARA INFUSAO SUBCUTANEA 8MM CONJUNTO DE TRANSFERENC
6862;CONJUNTO PARA INFUSAO SUBCUTANEA 10MMCONJUNTO DE TRANSFERENC
6865;SENSOR DE GLICOSE ENLITE MMT-7008A - MEDTRONIC
6868;NOVASOURCE GCNUTRI DIABETIC 200ML - SABORES DIVERSOS
6880;SISTEMA DE GERENCIAMENTO DE DIABETES (SMART PIX ACCU CHECK)
6887;ESTABILIZADOR PARA TORNOZELO
6890;CATETER URINARIO MASCULINO LUBRIFICADO INTERMITENTE CHFR 10
6894;CONJUNTO PARA INFUSAO SUBCUTANEA DE INSULINA 9MMX60CM P USO
6895;CONJUNTO PARA INFUSAO SUBCUTANEA 6MMX60CM MMT-399
6896;RESERVATORIO PARA INFUSAO SUBCUTANEA DE MEDICACAO 3ML MMT-33
6902;CLIP CASE PARA MONITOR DE GLICEMIA (ACCU CHECK)
6905;FRALDA DESCARTAVEL GERIATRICA TIPO CALCA TAM P/M QUADRIL 86-117 CM
6908;HEPARINA SODICA 50UIML CUMARINA 5MGML CREME (VENALOT)
6910;CURATIVO ESPUMA ABSORVENTE COM ADESIVO DE SILICONE 10X10CM (
6911;CURATIVO ESPUMA ABSORVENTE COM PRATA 10X10CM (MEPILEX AG)
6914;SERINGA COM AGULHA ULTRA-FINA PARA APLICACAO DE INSULINA 03M
6916;CARTUCHO PARA BOMBA DE INSULINA SPIRIT (ACCU CHECK)
6919;CANULA PARA INFUSAO SUBCUTANEA 8MM(FLEXLINK ACCU CHECK)
6920;CANULA PARA INFUSAO SUBCUTANEA 10MM (FLEXLINK ACCU CHECK)
6922;ADAPTADOR PARA BOMBA DE INSULINA SPIRIT SERVICE PACK SMAL (A
6924;LANCETA AUTOMATICA FASTCLIX (ACCU-CHECK)
6925;TIRA REATIVA PARA GLICEMIA PERFORMA (ACCU-CHECK) CAIXA C50
6926;LANCETA AUTOMATICA SOFTCLIX
6927;DISPOSITIVO DE INSERCAO PARA APLICACAO DO CONJUNTO DE INFUSA
6928;DISPOSITIVO CABO USB ACCU-CHEK 360
6929;SUPORTE PARA CINTO COMPATIVEL COM BOMBA DE INSULINA ACCU-CHE
6930;CLIP CASE DO SPIRIT COMBO ACCU-CHEK
6932;KIT DE BOMBA DE INSULINA MINIMED 640G MMT- 1752
6935;SISTEMA MONITOR DE NIVEL DE CONSCIENCIA BIS (KIT COM O CONVE
6947;ADAPTADOR CINTO ADULTO PARA SUPORTE DE BOLSA DE OSTOMIA REF
6955;CURATIVO DE SILICONE ADERENTE COM ESPUMA ABSORVENTE 10CM X 1
6968;LUVA DE PROCEDIMENTO ISENTA DE LATEX E ISENTA DE PO TAMANHO GRANDE (NITRILICA)
6986;CURATIVO ESPUMA ABSORVENTE COM ADESIVO DE SILICONE 15 X 20CM
7009;PERTUZUMABE 420MG + TRASTUZUMABE 440MG (PERJETA)
7020;SENSOR PARA MEDICAO DE NIVEL DE CONSCIENCIA CEREBRAL PEDIATRICO
7020;SENSOR PARA MEDICAO DE NIVEL DE CONSCIENCIA CEREBRAL PEDIATR
7021;BOLSA EASIFLEX PARA COLOSTOMIA DREN�VEL,2 PE�AS 90MM  REF 14378 (COLOPLAST)
7022;PLACA ADESIVA PARA BOLSA DE OSTOMIA,2 PE�AS 90MM EASIFLEX - REF 17823
7043;FRALDA DESCARTAVEL GERIATRICA MEDIA 40 A 70KG (BIGFRAL NOTUR
7044;FRALDA DESCARTAVEL INFANTIL XXG DE 14 A 18 KG(HUGGIES SUPREM
7048;AGULHA DESCARTAVEL PARA CANETA DE INSULINA 5MM (UNIQMED)
7049;AGULHA DESCARTAVEL PARA CANETA DE INSULINA 8MM
7051;BLINATUMOMABE 38,5MCG (BLINCYTO)
7051;BLINATUMOMABE 385MCG (BLINCYTO)
7055;FRALDA-CALCA INFANTIL PESO 15 A 25KG XXG(MAMY POKO)
7062;FIXADOR TRAQUEOSTOMO ADULTO ACOLCHOADO
7065;SENSOR FREESTYLE PARA CAPTACAO DE NIVEIS GLICEMICOS(FREESTYL
7066;CARGA PARA GRAMPEADOR LINEAR ENDOSCOPICO CORTANTE 60MM COM FECHAMENTO DE 20 VERDE
7068;LUVA CIRURGICA ESTERIL N� 7,5 (SEM P�)
7069;LUVA CIRURGICA ESTERIL N� 8,0 (SEM P�)
7300;LUVA CIRURGICA ESTERIL N� 7,0 (SEM PO)
7367;MASCARA ORO-FACIAL EM SILICONE ADULTO
7375;BARREIRA PARA OSTOMIA EM P� ENTRE 25 A 90GR  REF - 1907 (COLOPLAST)
7376;BOLSA COLETORA PARA UROSTOMIA UMA PECA 15 - 43MM  REF  - 17482 - (COLOPLAST)
7445;MISTURA PARA PREPARO DE BEBIDAS LACTEAS PARA PACIENTES COM A
7447;DIETA INFANTIL EM PO NORMOCALORICA E NORMOPROTEICA 1 A 10 ANOS (PEDIASURE / NUTREN JR / MILNUTRI COMPLETE / FORTINI COMPLETE PO / TROPHIC INFANT)
7447;FORMULA INFANTIL PARA CRIANCAS DE 1 A 10 ANOS - TROPHIC INFA
7448;ACETATO DE ABIRATERONA 250MG
7449;ACETATO DE CIPROTERONA 50MG
7451;ACETATO DE LEUPRORRELINA 3,75 MG
7452;ACETATO DE OCTREOTIDA 005MGML (SANDOSTATIN)
7457;AFLIBERCEPTE 40MGML (EYLIA)
7458;ALECTINIBE CLORIDRATO 150MG (ALECTINIBE)
7459;ALFAEPOETINA 3000UI
7462;AMISSULPRIDA 200MG
7463;AMISSULPRIDA 50MG
7465;APALUTAMIDA 60MG
7466;APIXABANA 2,5MG
7467;APIXABANA 5MG
7468;ARIPIPRAZOL 10 MG COMPRIMIDO  (PORT. 344/98 - C1)
7469;ARIPIPRAZOL 15 MG COMPRIMIDO (PORT. 344/98 - C1)
7470;ARIPIPRAZOL 20 MG COMPRIMIDO (PORT. 344/98 - C1)
7471;ASPARTATO DE ORNITINA 06GG (HEPA MERZ)
7476;BETA AGALSIDASE 35MG (FABRAZYME)
7477;BETAMETASONA 1MGG ACIDO FUSIDICO 20MGG
7478;BIMATOPROSTA 0,3 MG/ML SOL OFTALMICA
7480;BUDESONIDA 50MCG SPRAY NASAL
7482;AVENTAL IMPERMEAVEL COM BARREIRA DE FILTRACAO PARA BACTERIAS E VIRUS
7486;CARBONATO DE LITIO 450 MG COMP DE LIBERACAO PROLONGADA  (CARBOLITIUM CR) (PORT. 344/98 - C1)
7490;CITRATO DE TOFACITINIBE 5MG
7494;CLORETO DE SODIO 09% 500ML
7495; AMANTADINA CLORIDRATO 100MG  (PORT. 344/98 - C1)
7496;CLORIDRATO DE ANAGRELIDA 05MG
7497;CLORIDRATO DE CINACALCETE 30MG
7498;DULOXETINA CLORIDRATO 60 MG CAPS LIBERACAO RETARDADA (PORT. 344/98 - C1)
7502;METILFENIDATO CLORIDRATO 18 MG (PORT. 344/98 - A3)
7504;METILFENIDATO CLORIDRATO 54 MG COMP (PORT. 344/98 - A3)
7509;CLORIDRATO DE TIZANIDINA 2MG
7511;TRAMADOL (CLORIDRATO) PARACETAMOL, 37,5MG + PARACETAMOL 325MG. PORT. 344/98
7513;VENLAFAXINA CLORIDRATO 37,5 MG CAPS  (PORT. 344/98 - C1)
7518;CUMARINA TROXERRUTINA 15MG 90MG
7519;CISTEAMINE 150MG CAPSULA
7520;DAPAGLIFLOZINA 10MG COMP
7524;DEKAS PLUS CAPSULA
7525;DEKAS PLUS
7528;DIMESILATO DE LISDEXANFETAMINA 50 MG (VENVANSE)
7529;DIMESILATO DE LISDEXANFETAMINA 70 MG (VENVANCE)
7532;DIVALPROATO DE SODIO 500 MG COMP  (PORT. 344/98 - C1)
7533;DUTASTERIDA 05MG CLORIDRATO DE TANSULOSINA 04MG LIBERACAO PR
7534;ELTROMBOPAGUE OLAMINA 25 MG (REVOLADE)
7536;EMPAGLIFLOZINA 25MG
7538;ENZALUTAMIDA 40MG (XTANDI)
7544;ESCITALOPRAM 10 MG COMP (PORT. 344/98 - C1)
7546;ESILATO DE NINTEDANIBE 150MG
7552;EVEROLIMO 10MG (AFINITOR)
7554;EVOLOCUMABE 140MG
7556;EZETIMIBA 10MG
7566;GALANTAMINA 24 MG CAPS  (PORT. 344/98 - C1)
7567;GALSULFASE 5MG5ML
7568;GLIMEPIRIDA 4MG
7573;HIALURONATO DE SODIO 20MG SOLUCAO INJETAVEL
7581;INSULINA DEGLUDECA 100 U/mL + LIRAGLUTIDA 3,6 mg/mL (XULTOPHY)
7582;INSULINA DEGLUDECA 100UI/ML SIST APLIC + CARPULE 3ML (TRESIBA)
7582;INSULINA DEGLUDECA 100 UI/ML SOL INJ 3ML-CANETA PREENCHIDA
7583;INSULINA GLARGINA 100 UI/ML SOL INJ 3ML
7585;INSULINA GLULISINA 100UIML
7586;INSULINA DETEMIR 100UI/ML SIST APLIC + CARPULE 3ML (LEVEMIR)
7586;INSULINA DETEMIR 100UIML
7587;INSULINA LISPRO 100 UIML CARPULE 3 ML (MIX 25)
7588;TOSILATO DE SORAFENIBE 200MG (NEXAVAR)
7593;LACOSAMIDA 50 MG (LACOTEM)
7596;LATANOPROSTA 50 MCG/ML SOLUCAO OFTALMICA
7597;LEFLUNOMIDA 20MG (PORT. 344/98-C1)
7598;LENALIDOMIDA 5MG (REVLIMID)
7599;LENALIDOMIDA 10MG
7600;LENALIDOMIDA 25MG
7601;LETROZOL 25MG
7602;LEVETIRACETAM 750 MG (ILUDRAL)(PORT. 344/98 - C1)
7603;LEVODOPA 100MG BENZERAZIDA 25MG DISPERSIVEIS
7605;LINAGLIPTINA 5MG
7606;LIRAGLUTIDA 60 MGML (VICTOZA)
7607;LIRAGLUTIDA 60 MGML (3ML) 06MG12MG18MG24MG3MG
7610;MALEATO DE FLUVOXAMINA 100MG
7611;MESALAZINA 500MG (MESACOL)  SUPOSITORIO
7612;MESALAZINA 1200MG (12G) LIBERACAO PROLONGADA
7616;MIRABEGRONA 50MG LIBERACAO PROLONGADA (MYRBETRIC)
7620;OBINUTUZUMABE 1000MG40ML (GAZYVA)
7627;OSIMERTINIBE 80MG (TAGRISSO)
7630;PALMITATO DE PALIPERIDONA 100 MG/ML SUSPENSAO DE LIBERACAO PROLONGADA SERINGA 1ML(INVERGA)
7631;PALMITATO DE PALIPERIDONA 150 MG SUSPENSAO INJETAVEL DE LIBERA��O PROLONGADA, SERINGA PREENCHIDA 1,5ML (INVERGA)
7632;PALIPERIDONA PALMITATO 75MG SER PREENCHIDA LIB PROLONGADA 0,75ML (INVEGA)
7632;PALMITATO DE PALIPERIDONA 75MG SUSPENS�O  INJETAVEL DE LIBERA��O PROLONGADO 0,75ML (INVEGA)
7636;PEMBROLIZUMABE 100 MG/4ML (KEYTRUDA)
7640;PERSEA AMERICANA MILL GLYCINE MAX L MERR 100MG200MG (PIASCLEDINE)
7641;PLERIXAFOR 20MGML
7643;PREGABALINA 75MG CAPS (PORT. 344/98 - C1)
7644;PREGABALINA 150 MG CAPS (RANBAXY)  (PORT. 344/98 - C1)
7645;DIAZOXIDE 100MG (PROGLICEM)
7647;REGORAFENIBE 40MG
7648;RILUZOL 50MG
7649;RIOCIGUATE 2,5MG (ADEMPAS)
7652;RIVAROXABANA 10MG
7657;FOSFATO DE RUXOLITINIBE 20MG (JAKAVI)
7658;SECUQUINUMABE 150MGML
7660;SITAGLIPTINA METFORMINA 50MG/1000MG
7662;METOPROLOL 25MG (SUCCINATO)
7663;GLICOSAMINA + CONDROTINA 1500 MG+1200MG P� PARA SOLU��O
7667;SUNITINIBE MALATO 25MG
7672;TEMOZOLOMIDA 5MG
7673;TERIPARATIDA 250 MCG (FORTEO)
7675;TIOPRONIM 100MG
7677;TOCILIZUMABE 162MG09ML
7686;VILDAGLIPTINA 50MG
7864;DIENOGESTE 2MG
7867;DIOSMINA 450MG HESPERIDINA 50MG
7868;INSULINA LISPRO 100UI/ML SIST APLIC + CARPULE 3ML
7868;INSULINA LISPRO 100UIML
8051;SONDA PARA ASPIRACAO TRAQUEAL N8 (EMBRAMED)
8052;SONDA PARA ASPIRACAO TRAQUEAL N� 12
8052;SONDA PARA ASPIRACAO TRAQUEAL N 12 (EMBRAMED)
8100;SONDA URETRAL N 10 (SOLIDOR)
8101;FRALDA DESCARTAVEL INFANTIL XXG ACIMA DE 15KG (MAMYPOKO) - J
8191;FORMULA SEGUIMENTO A BASE DE SOJA (800G) - APTAMIL PROEXPERT
8235;TUBO ROTH DUPLO COM GANCHO PARA SOLDA INFERIOR DIREITO 022
8242;MESILATO DE LENVATINIBE 10MG
8243;MESILATO DE LENVATINIBE 4MG
8244;SPRAY BARREIRA PROTETORA DA PELE 50 ML REF: 12020 (COAD)
8279;METOTREXATO 25MGML SOLUCAO INJETAVEL AMPOLA 20ML
8282;ABAIXADOR DE LINGUA-ESPATULA DE MADEIRA
8287;SUPLEMENTO LIQUIDO INFANTIL 200ML -FORTINI MF
8400;SERINGA SR 20ML LUER SLIP SEM AGULHA
8401;SUPRASOY S LACTOSE 300G
8402;ATALURENO 250MG
8403;ATALURENO 125MG
8404;VENETOCLAX 100MG
8405;ENTACAPONA 200 MG COMP  (PORT. 344/98 - C1)
8407;MEMANTINA, CLORIDRATO 10 MG COMP (PORT. 344/98 - C1)
8408;LEVETIRACETAM 250MG (PORT. 344/98 - C1)
8408;LEVETIRACETAM 250MG (ILUDRAL)(PORT. 344/98 - C1)
8410;DUPILUMABE 150MG/ML SOL INJ SERINGA PREENCHIDA 2 ML (DUPIXENT)
8410;DUPILUMABE 300 MG SOL INJ SERINGA PREENCHIDA 2 ML (DUPIXENT)
8411;BISOPROLOL 5 MG
8412;RIVASTIGMINA 1,5 MG CAPS (PORT. 344/98 - C1)
8414;SELEXIPAGUE 200 MCG (UPTRAVI)
8415;ROFLUMILASTE 500 MCG
8416;CITRATO DE IXAZOMIBE 4 MG (NINLARO)
8420;PANCREATINA 25000 UI
8424;CURATIVO ALGINATO DE CALCIO COM PRATA COM COBERTURA DE HIDROFIBRA DE CARBOXIMETICELULOSE 15X15CM - JUDICIAL
8432;CARBAMAZEPINA 400 MG COMP (TEGRETOL)  (PORT. 344/98 - C1)
8433;VALSARTANA 320 MG HIDROCLOROTIAZIDA 25 MG BESILATO DE ANLODI
8434;CARBOXIMALTOSE FERRICA 50 MGML
8440;KIT BRAQUETE COM 9 SISTEMA ROTH GANCHOS CANINOS E PRE MOLAR
8442;KIT BRAQUETE COM 13 SISTEMA ROTH GANCHOS CANINOS E PRE MOLA
8449;TARTARATO DE BRIMONIDINA 02% SOLUCAO OFTALMICA FRASCO 5ML
8450;CURATIVO CUTIMED SILTEC B 17,5 X 17,5 CM (REF- 73284-03)
8470;AMBENONIUM 10 MG (MYTELASE 10MG)
8472;EMICIZUMABE 30 MGML SOLUCAO INJETAVEL SUBCUTANEA
8474;KIT EMICIZUMABE
8475;CLORIDRATO DE CISTEAMINA 3,8MGML (CYSTADROPS)
8589;FELODIPINO CANDESARTANA CILEXETILA 2,5MG 16MG
8805;IDEBENONE 150MG
8817;REMOVEDOR ADESIVO PELE SPRAY 50ML REF- 12010 COLOPLAST
8861;FRALDA DESCARTAVEL GERIATRICA P 30 A 40 KG (PLENA)- DEMANDA
8920;NUTRIDRINK COMPACT PROTEIN 125 ML
8929;CONJUNTO PARA INFUSAO SUBCUTANEA 6MM CATETER 60CM(FLEXLINK A
8940;USTEQUINUMABE 130 MG SOL INJ (STELARA)
8941;ACCU-CHEK PERFORMA COMBO
8942;CLORIDRATO DE CISTEAMINA 50 MG
8970;VANDETANIBE 100MG (CAPRELSA)
9025;FILTRO RESISTENCIA MINIMA A RESPIRACAO HME CAPACIDADE DE FIL
9028;ADESIVO PARA FIXACAO DE FILTRO HME (PROVOX STABILIBASE)- DEM
9053;CLORIDRATO DE LURASIDONA 20 MG (JUDICIAL)
9062;ENSURE 400 G SABOR BANANA
9295;BUROSUMAB 20 MGML (CRYSVITA)
9303;VILDAGLIPTINA CLORIDRATO DE METFORMINA 50 850 MG (GALVUS MET
9305;LEVETIRACETAM 100 MGML SOL ORAL 150 ML SERINGA 3 ML (KEPPRA) (PORT. 344/98 - C1)
9321;EQUIPAMENTO VENTILADOR PULMONAR DE TRANSPORTE MICROPROCESSAD
9327;TRAZODONA CLORIDRATO 50 MG COMP (PORT. 344/98 - C1)
9328;ELMIRON 100 MG (PENTOSAN)
9332;NEBULIZADOR PORTATIL COM COMPRESSOR MASCARA INFANTIL MASCARA
9375;DULOXETINA CLORIDRATO 30 MG CAPS  (PORT. 344/98 - C1)
9379;QUETIAPINA (HEMIFUMARATO) 25 MG (QUETROS)
9381;DARATUMUMABE 400 MG (DALINVI)
