codigo	descricao	marca	__v
14784	COLECALCIFEROL 7000UI (DEFULL)	indiferente	0
14812	EQUIPAMENTO PARA ULTRASSOM SITE RITE (COMODATO)	indiferente	0
14829	CLORIDRATO DE SEVELAMER 800MG (SEVCLOT)	indiferente	0
14835	SOLUÇÃO DESINFETANTE DE SUPERFICIE CONTENDO MONOPERSULFATO DE POTASSIO - VIRKON LIQUIDO (13970010)	indiferente	0
14836	LUSPATERCEPTE 75MG (REBLOZYL)	indiferente	0
14837	SULFATO DE HIDROXICLOROQUINA 400MG (REUQUINOL)	indiferente	0
14840	PROTETOR CUTANEO TIPO LENCO CONVATEC- (37444)	indiferente	0
14859	MEIA ELASTICA TERAPEUTICA DE ALTA COMPRESSAO (30-40MMHG) TAM M, COR BEGE (ESSITY)	indiferente	0
14863	ALBUMINA HUMANA 20% 0,2 G/ML, FRASCO AMPOLA 50 ML (ALBUREX)	indiferente	0
14865	OLAPARIBE 150MG (LYNPARZA)	indiferente	0
14866	OLEO DERMOPROTETOR A BASE DE ACIDOS GRAXOS ESSENCIAIS (AGE)  (RIOCARE AGE ALMOTOLIA)	indiferente	0
14870	CALCITRIOL 0,25 MCG (SIGMATRIOL)	indiferente	0
14871	BARICITINIBE 4 MG COMPRIMIDO	indiferente	0
14873	SPRAY PARA TESTE DE VITALIDADE - (1148478)	indiferente	0
14878	CONDICIONADOR ACIDO PARA PORCELANA FLUORIDRICO 5% - (1278560)	indiferente	0
14899	LEVOMEPROMAZINA 25 MG COMPRIMIDO	indiferente	0
14900	IBUPROFENO 50MG/ML	indiferente	0
14901	ALOGLIPTINA 25MG COMPRIMIDO REVESTIDO	indiferente	0
14902	ALPRAZOLAM 0,5MG COMP (PORT. 344/98 - B1)	indiferente	0
14903	MINIPARAFUSO ORTODONTICO 10MM LIGA ESPECIAL  DE AÇO	indiferente	0
14904	SAIS PARA REIDRATAÇÃO ORAL 27,9G	indiferente	0
14912	SEMAGLUTIDA 0,25MG/0,5MG (OZEMPIC)	indiferente	0
14913	RESINA FOTOPOLIMERIZAVEL AUTOADESIVO COMPOSITO VERSATIL	indiferente	0
14918	CLORIDRATO DE DOXICICLINA 100MG	indiferente	0
14919	TRIOXIDO DE ARSENIO 2MG/ML AMP  6ML	indiferente	0
14922	SECNIDAZOL 1000MG	indiferente	0
14923	PONTAS PARA POLIMENTO E ACABAMENTO DE RESTAURAÇÕES E FACETAS	indiferente	0
14926	BECLOMETASONA+FORMOTEROL+GLICOPIRRONIO (100,0 + 6,0 +12,5) (TRIMBOW)	indiferente	0
14927	RITUXIMABE 500MG (RIXIMYO)	indiferente	0
14928	RITUXIMABE 100MG/10ML FRASCO 10ML (RIXIMYO)	indiferente	0
14930	CLOMIPRAMINA, CLORIDRATO 75 MG DRAGEA (PORT. 344/98 - C1) (ANAFRANIL) (PORT. 344/98 - C1)	indiferente	0
14931	GOMA DE MASCAR DE NICOTINA 2MG	indiferente	0
14936	LEVOTIROXINA SODICA 50MCG (SYNTHROID)	indiferente	0
14938	SONDA PARA ASPIRAÇÃO TRAQUEAL N 10 (MARK MED) - 1068400	indiferente	0
14942	SUPLEMENTO ALIMENTAR, COLAGENO TIPO II, ACIDO HIALURONICO, GLICOSAMINIGLICANOS (FORTICE II)	indiferente	0
14946	INSULINA HUMANA REGULAR 100 UI/ML SOLUÇÃO INJETÁVEL 10 ML	indiferente	0
14950	COLETOR DE MATERIAL PERFURO CORTANTE (ENFUVIRTIDA)	indiferente	0
14960	LANREOTIDA 90MG SOLUCAO INJETAVEL DE LIBERACAO PROLONGADA SERINGA PREENCHIDA 0,5ML	indiferente	0
14961	APARELHO PARA ORTODONTIA FUNCIONAL DOS MAXILARES EXPANDOR - 12789310	indiferente	0
14964	LEVOTIROXINA 100MCG	indiferente	0
14968	OFLOXACINO 400MG	indiferente	0
14971	COLCHAO PIRAMIDAL TIPO CAIXA DE OVO 190X7X90 CM (VITAFLEX) - 1096239	indiferente	0
14982	PINO FIBRA DE VIDRO PARA RECONSTRUCAO DE DENTES N°1 - 1278510	indiferente	0
14983	PINO FIBRA DE VIDRO PARA RECONSTRUCAO DE DENTES N°2 - 1278520	indiferente	0
14984	SONDA URETRAL 12FR PARA CATETERISMO INTERMITENTE (LA/BCOLO) - 1618755	indiferente	0
14987	ACETATO DE OCTREOTIDA 10 MG (SANDOSTATIN LAR)	indiferente	0
14991	WOUND CARE - POLAR FIX	indiferente	0
14992	AGENTE PARA CERAMICAS E FIBRA DE VIDRO - 127845	indiferente	0
14994	RITUXIMABE 100MG/10ML FRASCO 10ML (RIXIMYO)	indiferente	0
15003	TRASTUZUMABE 150MG (HERZUMA)	indiferente	0
15012	CIMENTO RESINOSO MULTIUSO FOTO AUTOPOLIMERIZAVEL KIT COM 2,5G DE BASE + 2,5G DE CATALISADOR - 1278417	indiferente	0
15083	DASATINIBE 20 MG (SPRYCEL)	indiferente	0
15093	TRIHEPTANOIN (DOJOLVI), FRASCO 500ML	indiferente	0
15095	KIT IMPLANTAVEL PARA TERAPIA DE ESTIMULACAO DO NERVO VAGO (LIVANOVA) 1376100	indiferente	0
15097	DIETA HIPERCALORICA E NORMOPROTEICA COM FIBRAS - ISOSOURCE  SOYA FIBER 1 L	indiferente	0
15114	LANADELUMABE 150 MG/ML (TAKHZRO)	indiferente	0
15138	SISTEMA DE RECARGA DE NEUROESTIMULADOR MODELO ACTIVA RC (MEDTRONIC) - 1524320	indiferente	0
15140	TOXINA BOTULINICA A 100U (PROSIGNE)	indiferente	0
15141	ACIDO ZOLEDRONICO 5MG 100ML (AZENTEX)	indiferente	0
15142	CARMELOSE SODICA 5MG/ML FRASCO15ML SOLUCAO OFTALMICA (ECOFILM)	indiferente	0
15145	CATETER SWAN GANZ PARA TERMODILUICAO SEIS VIAS 100CM- 661199	indiferente	0
15155	SONDA URETRAL N 12 (MEDSONDA) - 1300023	indiferente	0
15178	BILASTINA 20 MG (ALEKTOS)	indiferente	0
15179	FENOBARBITAL 100 MG (GARDENAL)	indiferente	0
15186	FULVESTRANTO 50 MG/ML  SERINGA 5 ML	indiferente	0
15190	FRALDA DESCARTAVEL INFANTIL GRANDE - CONFORT (526048)	indiferente	0
15202	ALAVANCA SELDIN INFANTIL COMPOSTO DE 1L + 1R + N°2, INSTRUMENTO CIRURGICO NAO ARTICULADO NAO CORTANTE - 1095708	indiferente	0
15209	UPADACITINIBE 15MG COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA (RINVOQ)	indiferente	0
15211	BROMETO DE TIOTRÓPIO MONOIDRATADO + CLORIDRATO DE OLODATEROL 2,5 + 2,5 MCG SOLUÇÃO PARA INALAÇÃO	indiferente	0
15212	RASBURICASE 1,5 MG + DILUENTE 1 ML - PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL	indiferente	0
15245	ÓLEO DERMOPROTETOR CICATRIZANTE	indiferente	0
15270	METILFENIDATO CLORIDRATO 30 MG CAPSULA DE LIBERAÇÃO PROLONGADA MODIFICADA (RITALINA LA)	indiferente	0
15292	RASAGILINA MESILATO  1 MG (AZILECT)	indiferente	0
15294	ARIPIPRAZOL 20 MG/ ML, SUSPENSÃO GOTAS, FRASCO 30 ML	indiferente	0
15296	LOÇÃO HIDRATANTE PARA PELES SENSÍVEIS 500 ML (UMIDITÁ)	indiferente	0
15297	TESTE RÁPIDO PARA DIAGNÓSTICO DA HANSENÍASE (5 TESTE + LANCETA)	indiferente	0
15298	ARIPIPRAZOL FRASCO 150 ML, 1 MG/ ML, SUSPENSÃO ORAL (ACHÉ) - 148969	indiferente	0
15310	AFLIBERCEPTE 40 MG/ML	indiferente	0
15313	KIT BUTTON PARA GASTROSTOMIA 16 FR - 1,5 CM (MEDICONE) - 1031452	indiferente	0
15349	FENITOINA 100 MG	indiferente	0
15353	TEMOZOLOMIDA 180 MG	indiferente	0
15359	TESTE RÁPIDO PARA DETECÇÃO DA TUBERCULOSE (TB) LF LAM (25 TESTES)	indiferente	0
15360	TUBO 60 UL-ACESSÓRIO DE KIT P/DETECÇÃO DA LAM	indiferente	0
15365	GALCANEZUMABE 120MG/ML (EMGALITY)	indiferente	0
15377	DESINFETANTE LIMPEZA E DESINFECCAO DE SUPERFICIES DE EQUIPAMENTOS MEDICOS E ARTIGOS - SPRAY	indiferente	0
15395	CILOSTAZOL 50 MG	indiferente	0
15397	NORADRENALINA 4MG/4ML	indiferente	0
15428	BENZOATO DE ALOGLIPTINA 25 MG (NESINA/TAKEDA)	indiferente	0
15448	ABEMACICLIBE 150MG	indiferente	0
15458	DARATUMUMABE 100MG	indiferente	0
15461	FLUOXETINA 20 MG/ ML FRASCO 20 ML - SOLUÇÃO ORAL (DAFORIN)	indiferente	0
15468	LUSPATERCEPTE 25MG (REBLOZYL)	indiferente	0
15469	METADONA CLORIDRATO 10MG (MYTEDOM)	indiferente	0
15471	BENDAMUSTINA CLORIDRATO 100MG PO LIOFILIZADO	indiferente	0
15472	POTASSIO CITRATO 5MEQ/15ML FRASCO 500ML	indiferente	0
15473	CLORETO DE POTASSIO 6% XAROPE 500ML (FAMADER)	indiferente	0
15474	FOSFATO SODICO DIBASICO 135G + ACIDO FOSFORICO DIBASICO 58.5G XAROPE 30MG/ML - FRASCO 500ML (FAMADER)	indiferente	0
15511	TRIKAFTA - 50MG DE ELEXACAFTOR / 25MG DE TEZACAFTOR/ 37,5MG DE IVACAFTOR CO-EMBALADOS COM COMPRIMIDOS REVESTIDOS DE 75MG DE IVACAFTOR	indiferente	0
15513	PREGABALINA 75MG (PREBICTAL)	indiferente	0
15520	FLUTICASONA + TRIFENATATO 100+25 MCG - RELVAR ELLIPTA	indiferente	0
15526	RITUXIMABE 10MG/ML 500MG (RIXIMYO)	indiferente	0
15532	INSULINA ASPARTE 100 UI/ ML 10 ML (FIASP) - JUDICIAL	indiferente	0
15538	FLUDROXICORTIDA 0,125MG + NEOMICINA 3,5MG BISNAGA 30G CREME (BIOLAB SANUS)	indiferente	0
15539	FRALDA DESCARTAVEL INFANTIL SUPER EXTRA GRANDE DE 15 A 22KG (PANDA) - 1189146	indiferente	0
15564	EPINEFRINA 0,15MG KIT (2 CANETAS)	indiferente	0
15565	START KIT VENCLEXTA	indiferente	0
15579	VOSORITIDA 0,56MG/0,7ML INJ (VOXZOGO)	indiferente	0
15581	BRIGATINIBE 90MG	indiferente	0
15582	SONDA URETRAL N 6 (MEDSONDA) - 1300188	indiferente	0
15584	ATORVASTATINA CÁLCICA 10 MG (CIMED)	indiferente	0
15587	ESPESSANTE ALIMENTAR EM PO COM AMIDO (ESPESSAMIX/ NUTILIS/ MAXISPERSE/ SUSTAP/BEM VITAL/ESPEFOR)	indiferente	0
15587	ESPESSANTE ALIMENTAR LATA 300G	indiferente	0
15597	KIT INTRODUTOR PARA ELETRODO - 1185968	indiferente	0
15598	SISTEMA NEUROESTIMULADOR EXTERNO (MEDTRONIC) 1610189	indiferente	0
15601	SISTEMA NEUROESTIMULADOR IMPLANTAVEL (MEDTRONIC) 1186145	indiferente	0
15602	DEXAMETASONA 1 MG/G CREME DERMATOLOGICO	indiferente	0
15605	CODEÍNA 30 MG (CODEIN) - (PORTARIA 344/98 - LISTA A2)	indiferente	0
15631	ALFATIROTROPINA 1,1MG/ML PO LIOFILIZADO (THYROGEN)	indiferente	0
15655	MESALT - CURATIVO COMPRESSA COM CLORETO DE SODIO HIPERTONICO A 20% 10CM +/- 1 X 10CM +/- 1	indiferente	0
15656	GENTLE AG - CURATIVO DE ESPUMA COM PRATA 10 X 10 CM	indiferente	0
15657	CUTICELL CONTACT	indiferente	0
15660	"CANABIDIOL 20MG/ML SOL FRASCO 30ML	"	indiferente	0
15661	CANABIDIOL 50MG/ML SOL FRASCO 30ML	indiferente	0
15666	KIT NEUROESTIMULADOR CEREBRAL PROFUNDA - 1735495	indiferente	0
15687	KIT DE BOMBA DE INSULINA MINIMED 780G MMT-1896	indiferente	0
15709	MALATO DE CÁLCIO 250 MG + COLECALCIFEROL 2,5 MCG - SUPLEMENTO ALIMENTAR (MALACAL)	indiferente	0
15745	COLECALCIFEROL VITAMINA D3 1000UI	indiferente	0
15748	RIOCIGUATE 0,5MG COMPRIMIDO REVESTIDO	indiferente	0
15749	RIOCIGUATE 1MG  COMPRIMIDO REVESTIDO	indiferente	0
15750	RIOCIGUATE 1,5MG  COMPRIMIDO REVESTIDO	indiferente	0
15751	RIOCIGUATE 2MG COMPRIMIDO REVESTIDO	indiferente	0
15791	FRALDA DESCARTAVEL INFANTIL EXTRA GRANDE XG DE 12 A 15 KG (HUGGIES) - 767200	indiferente	0
15800	SILICONE DE CONDENSAÇÃO CATALISADOR 120G + 20G	indiferente	0
15813	SABONETE LIQUIDO COM BAIXA FORMAÇÃO DE ESPUMA 250ML COM 5,5 E 6,8 SEM FIXADOR SEM CORANTE USO EM RECEM - NASCIDO	indiferente	0
15820	NEBULIZAR PORTATIL ALTERA	indiferente	0
15833	DARATUMUMABE 1.800MG FRASCO AMPOLA 15ML	indiferente	0
15834	HIALURONATO DE SÓDIO 0,15% SOLUÇÃO OFTÁLMICA	indiferente	0
15847	PALIPERIDONA PALMITATO 50MG SUSPENSÃO INJETAVIES DE LIBERAÇÃO PROLONGADO SERINGA PREENCHIDA 0,5ML (INVEGA)	indiferente	0
15850	TIRA REATIVA PARA MENSURACAO DA CETONA NO SANGUE (FREESTYLE)	indiferente	0
15851	SONDA URETRAL 12FR PARA CATETERISMO INTERMITENTE COM BOLSA DE URINA ACOPLADA (LA/BCOLO) - 1753019	indiferente	0
15869	SONDA URETRAL 10FR PARA CATETERISMO INTERMITENTE (LA/BCOLO)	indiferente	0
15891	BOLSA COLETORA PARA ESTOMA URINARIO DUAS PECAS RECORTE FINAL 44 E 57MM REF: 18403 (HOLLISTER)	indiferente	0
15892	BOLSA COLETORA PARA ESTOMA INTESTINAL DUAS PECAS RECORTE FINAL 44 E 57MM REF: 45604(HOLLISTER)	indiferente	0
15897	FANCICLOVIR 500MG COMPRIMIDO REVESTIDOS	indiferente	0
15900	PLACA PARA BOLSA COLETORA DUAS PECAS RECORTE FINAL 44 A 57 REF: 11203 (HOLLISTER CERAMIDAS))	indiferente	0
15902	PLACA PARA BOLSA COLETORA DUAS PECAS RECORTE FINAL 44 A 57 REF: 45541 (HOLLISTER SUAVITA)	indiferente	0
15939	ELEXACAFTOR 100MG + TEZACAFTOR 50MG + IVACAFTOR 75MG CO-EMBALADOS COM COMPRIMIDOS DE IVACAFTOR 150MG (TRIKAFTA)	indiferente	0
15942	CLORIDRATO DE PIRIDOXINA 40MG	indiferente	0
15979	PALBOCICLIBE 100MG (IBRANCE)	indiferente	0
15994	PITAVASTATINA CÁLCICA 2 MG - COMPRIMIDO REVESTIDO (JUDICIAL)	indiferente	0
16010	SONDA NASOENTERAL N°06	indiferente	0
16019	OFATUMUMABE 20 MG/ 0,4 ML (KESIMPTA)	indiferente	0
16033	GLATIRAMER ACETATO 40MG/ML INJ SER PREENCHIDA 1ML	indiferente	0
16077	LEVETIRACETAM 500MG (ETIRA) PORTARIA 344/98 C1	indiferente	0
16096	GLICOSAMINA SULFATO + CONDROITINA SULFATO, 500G + 400G, CAPSULA - ARTROLIVE	indiferente	0
16109	BUDESONIDA 32MCG/ DOSE SUSP AQUOSA SPRAY NASAL 6ML	indiferente	0
16140	TOCILIZUMABE 20 MG/ML 4ML (ACTEMRA)	indiferente	0
16153	BENZOATO DE ALOGLIPTINA, + CLORIDRATO DE METFORMINA, 12,5MG + 1000MG, COMPRIMIDO REVESTIDO, UNIDADE 1.0 COMPRIMIDO	indiferente	0
16159	 VOSORITIDA 1,2MG/0,6ML INJ (VOXZOGO)	indiferente	0
16161	COLECALCIFEROL 50.000UI	indiferente	0
16183	LENALIDOMIDA 5MG (PORT. 344/98)	indiferente	0
16196	HIALURONATO DE SÓDIO 20MG/ML SER PREENCHIDA 2ML	indiferente	0
16202	MIRABEGRONA, 50MG, COMPRIMIDO REVESTIDO DE LIBERAÇÃO PROLONGADA	indiferente	0
16209	VORTIOXETINA BROMIDRATO 10MG (PORT. 344/98 -C1)	indiferente	0
16218	CLORIDRATO DE TRAMADOL 37,5 MG + PARACETAMOL 325 MG - COMPRIMIDO (JUDICIAL)	indiferente	0
16244	FORMOTEROL FUMARATO 12MCG + FLUTICASONA PROPIONATO 250MCG PÓ PARA INALAÇÃO  (LUGANO)	indiferente	0
16248	DIETA ENTERAL LIQUIDA POLIMERICA HIPERCALORICA E NORMOPROTEICA SEM FIBRAS (NUTRISON ENERGY 1.5KCAL/ML)	indiferente	0
16284	SAXAGLIPTINA 5MG + DAPAGLIFOZINA 10MG LIBERAÇAO PROLONGADA (QTERN)	indiferente	0
16331	LEVODOPA + CARBIDOPA, 250MG  + 25MG	indiferente	0
16384	INSULINA LISPRO 100 UI/ ML 10 ML	indiferente	0
16388	RIVAROXABANA 2,5MG (XAFAC)	indiferente	0
16398	VALSARTANA, + ALODIPINO BENSILATO, 320MG + 5MG (DIOVAN AMLO FIX)	indiferente	0
16416	USODESOXICÓLICO  ACIDO  50MG (USACOL)	indiferente	0
16423	TOBRAMICINA, 300MG/5ML, SOLUCAO PARA INALACAO, AMPOLA 5ML	indiferente	0
16441	MIDAZOLAM 15MG (DORMONID) (PORTARIA 344/98 - B1)	indiferente	0
16520	SALMETEROL XINAFOATO 50MCG + FLUTICASONA PROPIONATO 250MCG PÓ INALANTE 60 DOSES (SERETIDE)	indiferente	0
16521	BAMIFILINA CLORIDRATO, 600MG (BAMIFIX)	indiferente	0
16584	CATETER CENTRAL PERIFERICO 4FR PONTA ABERTA DUPLO LUMEN	indiferente	0
16690	BROCA CARBIDE FG MULTILAMINADA (FG 284F KAVO 19MM; FG 283 KAVO 19MM)	indiferente	0
16779	CANDESARTANA CILEXETILA 16MG + HIDROCLOROTIAZIDA 12,5MG	indiferente	0
16813	ALOGLIPTINA BENZOATO, 34MG EQUIVALENTE A 25MG DE ALOGLIPTINA	indiferente	0
16827	CATETER OXIGENIO TIPO SONDA 8FR	indiferente	0
16843	TAUROLIDINA + CITRATO 4% + UROQUINASE SOLUCAO 25.000UI AMP 5ML (TAUROLOCK)	indiferente	0
16878	PROTETOR CUTANEO EM FORMA DE SPRAY 28ML	indiferente	0
16884	DOLUTEGRAVIR SÓDICO 50 MG + LAMIVUDINA 300 MG	indiferente	0
16987	DESFERROXAMINA MENSILATO 500MG PO LIOF	indiferente	0
17159	DUTASTERIDA 0,5MG, CAPSULA	indiferente	0
17267	ELTROMBOPAGUE OLAMINA 25MG	indiferente	0
17364	IDEBENONA 150MG	indiferente	0
17593	FITA TESTE PARA USO DESINFETANTE DE ALTO NIVEL PARA DESINFECCAO DE PRODUTOS A BASE DE ACIDO PERACETICO	indiferente	0
17651	DIETA INFANTIL EM PO NORMOCALORICA E NORMOPROTEICA 1 A 10 ANOS SABOR CHOCOLATE (FORTINI COMPLETE)	indiferente	0
17813	BARREIRA PROTETORA PARA ESTOMIA EM FORMA DE PASTA COM ALCOOL (HOLLISTER)	indiferente	0
17827	PLACA SILICONE PLASTIFICACAO A VACUO 1MM	indiferente	0
17863	INSULINA LISPRO 100UI/ML CARPULE 3ML (HUMALOG MIX 25)	indiferente	0
17881	CAIXA PARA BANDA OROTONTICA, SUPERIORES COR VERMELHA , DEVIDAMENTE INDENTIFICADA 210MMX160MM	indiferente	0
17882	CAIXA PARA BANDA OROTONTICA, INFERIORES COR AZUL, DEVIDAMENTE INDENTIFICADA 210MMX160MM	indiferente	0
17923	MALATO DE CALCIO 250MG + COLECALCIFEROL 2,5MCG (JUDICIAL)	indiferente	0
17931	SUPLEMENTO MULTIVITAMINICO E MINERAIS 60ML (DEKAS PLUS) JUDICIAL	indiferente	0
24968	CATETER INTRAVENOSO PERIFERICO 14G	indiferente	0
30128	FINASTERIDA 5 MG	indiferente	0
31000	LEVOMEPROMAZINA 100MG	indiferente	0
8004002	SISTEMA GERADOR DE RAIOSX IMEX MEDICAL	indiferente	0
14041.	LEVETIRACETAM 250MG (KEPPRA)(PORT. 344/98 - C1)	indiferente	0
15602J	SISTEMA PROGRAMADOR DESTINADO A ESTIMULACAO SACRAL -1610159	indiferente	0
15942J	NEBIVOLOL CLORIDRATO 5MG	indiferente	0
2053.1	CARGA PARA GRAMPEADOR ENDOSCOPICO LINEAR CORTANTE 60MM - 10MM  -(ETHICON ENDO-SURGERY)	indiferente	0
2053.2	CARGA PARA GRAMPEADOR ENDOSCOPICO LINEAR CORTANTE 60MM - 10MM  -  ENDO + BRASIL (JIANGSU)	indiferente	0
2054.1	CARGA PARA GRAMPEADOR LINEAR CORTANTE 75MM OU 80MM - 15MM - (ETHICON ENDO-SURGERY)	indiferente	0
2070.2	GRAMPEADOR LINEAR CORTANTE 60 MM - ENDO + BRASIL (JIANGSU)	indiferente	0
2071.1	GRAMPEADOR LINEAR CORTANTE 75MM OU 80MM -  (ETHICON ENDO-SURGERY)	indiferente	0
2562.2	CARGA PARA GRAMPEADOR LINEAR 45MM, FECHAMENTO DE 0,7MM A 1,2MM - ENDO + BRASIL (JIANGSU)	indiferente	0
2563.2	CARGA PARA GRAMPEADOR LINEAR 45MM, FECHAMENTO DE 1,5MM A 1,9MM - ENDO + BRASIL (JIANGSU)	indiferente	0
2564.2	GRAMPEADOR LINEAR CORTANTE 45MM - (ARTICULADO  LONGO - OBESO) - ENDO + BRASIL (JIANGSU)	indiferente	0
2564.3	GRAMPEADOR LINEAR CORTANTE 45MM - (ARTICULADO  LONGO - OBESO) - COVIDIEN	indiferente	0
2605.1	CARGA PARA GRAMPEADOR LINEAR 45MM, FECHAMENTO DE 2MM A 3MM -  (ETHICON ENDO-SURGERY)	indiferente	0
2605.2	CARGA PARA GRAMPEADOR LINEAR 45MM, FECHAMENTO DE 2MM A 3MM - ENDO + BRASIL (JIANGSU)	indiferente	0
2606.2	CARGA PARA GRAMPEADOR LINEAR, ENDOSCÓPICA FECHAMENTO GRAMPO 1,5MM A 1,9MM, USO EM GRAMPEADOR LINEAR CORTANTE DE 60 MM - ( ENDO + BRASIL - JIANGSU)	indiferente	0
3366A	KIT PARA INFUSÃO INFLIXIMABE (REMIPACK)	indiferente	0
6152.1	CARGA PARA GRAMPEADOR LINEAR CORTANTE 75MM OU 80MM - 20MM (VERDE) - (ETHICON ENDO-SURGERY)	indiferente	0
7066.1	CARGA PARA GRAMPEADOR LINEAR ENDOSCOPICO CORTANTE 60MM COM FECHAMENTO DE 20 VERDE -   (ETHICON ENDO-SURGERY)	indiferente	0
7066.2	CARGA PARA GRAMPEADOR LINEAR ENDOSCOPICO CORTANTE 60MM COM FECHAMENTO DE 20 VERDE - ENDO + BRASIL (JIANGSU)	indiferente	0
BR023566	CLORIDRATO DE DOXICICLINA 100MG/5ML AMP.	indiferente	0
BR0266627U0118	ALFAEPOETINA 1.000 UI SOL INJ (FR-AMP)	indiferente	0
BR0266628U0118	ALFAEPOETINA 2.000 UI SOL INJ (FR-AMP)	indiferente	0
BR0266629U0118	ALFAEPOETINA 4.000 UI SOL INJ (FR-AMP) GRUPO 1.A	indiferente	0
BR0266630U0118	ALFAEPOETINA 10.000 UI SOL INJ (FR-AMP) GRUPO 1.A	indiferente	0
BR0266750U0067	RIVASTIGMINA 2 MGML SOL ORAL (FR) 120 ML(PORT. 344/98 - C1)	indiferente	0
BR0266820U0118	IMUNOGLOBULINA HUMANA 5 G INJ (FR) GRUPO 1.A	indiferente	0
BR0266962U0118	SOMATROPINA 4 UI SOL INJ OU PO LIOF INJ (FR-AMP) GRUPO 1.A (PORT. 344/98 - C5)	indiferente	0
BR0266963U0118	SOMATROPINA 12 UI SOL INJ OU PO LIOF INJ (FR-AMP) (PORT. 344/98 - C5)	indiferente	0
BR0267140U0042	AZITROMICINA 500MG	indiferente	0
BR0267203U0042	DIPIRONA 500 MG COMPRIMIDO	indiferente	0
BR0267378U0105	NISTATINA 100.000 UIML SUSPENSAO ORAL  50  ML	indiferente	0
BR0267470U0118	ALFAPEGINTERFERONA 2A 180 MCG SOL INJ (FR-AMP)	indiferente	0
BR0267498U0042	COMPLEMENTO ALIMENTAR P PACIENTE FENILCETONURICO MAIOR DE 1	indiferente	0
BR0267499U0042	COMPLEMENTO ALIMENTAR P/ PACIENTE FENILCETONURICO MENOR DE 1 ANO- FORMULA DE AMINOACIDOS ISENTA DE FENILANINA 1G	indiferente	0
BR0267662U0041	FLUCONAZOL 150 MG CAPSULA	indiferente	0
BR0267676U0042	IBUPROFENO  600 MG COMPRIMIDO	indiferente	0
BR0267733U0042	NORETISTERONA 0,35 MG COMPRIMIDO	indiferente	0
BR0267741U0042	PREDNISONA  5 MG COMPRIMIDO ELENCO ESTADUAL	indiferente	0
BR0267743U0042	PREDNISONA  20 MG COMPRIMIDO	indiferente	0
BR0267765U0042	SULFADIAZINA 500 MG COMPRIMIDO	indiferente	0
BR0267894U0041	RIVASTIGMINA 3 MG CAP GRUPO 1.A(PORT. 344/98 - C1)	indiferente	0
BR0267895U0041	RIVASTIGMINA 6 MG CAP GRUPO 1.A(PORT. 344/98 - C1)	indiferente	0
BR0267896U0041	HEMITARTARATO DE RIVASTIGMINA 1,5MG CAPS (PORT. 344/98 - C1)	indiferente	0
BR0267897U0041	RIVASTIGMINA 4,5 MG CAP GRUPO 1.A(PORT. 344/98 - C1)	indiferente	0
BR0268005U0081	TRAVOPROSTA 0,04 MGML SOL OFT (FR) 2,5 ML GRUPO 1.A	indiferente	0
BR0268074U0081	DESMOPRESSINA 0,1 MGML SOL OU SPRAY NAS (FR) 2,5 ML GRUPO 1	indiferente	0
BR0268077U0042	CIPROTERONA 50 MG COMP GRUPO 1.B	indiferente	0
BR0268079U0042	AMANTADINA 100 MG COMP GRUPO 1.B (PORT. 344/98 - C1)	indiferente	0
BR0268080U0042	ATORVASTATINA 10 MG COMP GRUPO 2	indiferente	0
BR0268081U0042	ATORVASTATINA 20 MG COMP GRUPO 2	indiferente	0
BR0268082U0042	ATORVASTATINA 40 MG COMP GRUPO 2	indiferente	0
BR0268083U0042	AZATIOPRINA 50 MG COMP GRUPO 2	indiferente	0
BR0268084U0042	CABERGOLINA 0,5 MG COMP GRUPO 1.A	indiferente	0
BR0268092U0042	METADONA 5 MG COMP GRUPO 2  PORTARIA 344/98 - L-A1	indiferente	0
BR0268092U0042	METADONA 5 MG COMP GRUPO 2	indiferente	0
BR0268093U0042	METADONA 10 MG COMP GRUPO 2 PORTARIA 344/98 - L-A1	indiferente	0
BR0268093U0042	METADONA 10 MG COMP GRUPO 2	indiferente	0
BR0268097U0041	TACROLIMO 5 MG CAP GRUPO 1.A	indiferente	0
BR0268098U0041	TACROLIMO 1 MG CAP GRUPO 1.A	indiferente	0
BR0268103U0042	CODEINA 60 MG COMP GRUPO 2  (PORT. 344/98 - A2)	indiferente	0
BR0268106U0041	GABAPENTINA 400 MG CAPS  (PORT. 344/98 - C1)	indiferente	0
BR0268108U0135	GOSSERRELINA 10,8 MG DEPOT (SER PREENC) GRUPO 1.B	indiferente	0
BR0268109U0135	GOSSERRELINA 3,6 MG DEPOT (SER PREENC)	indiferente	0
BR0268110U0041	HIDROXIUREIA 500 MG CAP GRUPO 1.B	indiferente	0
BR0268114U0042	LEFLUNOMIDA 20 MG COMP GRUPO 1.A (PORT. 344/98 - C1)	indiferente	0
BR0268118U0135	FILGRASTIM 300 MCG SOL INJ (FR-AMP OU SER PREENC) GRUPO 1.A	indiferente	0
BR0268119U0042	HIDROXICLOROQUINA 400 MG COMP GRUPO 2	indiferente	0
BR0268143U0042	MICOFENOLATO DE MOFETILA 500 MG COMP GRUPO 1.A	indiferente	0
BR0268149U0042	RISPERIDONA 2 MG COMP GRUPO 1.B(PORT. 344/98 - C1)	indiferente	0
